rollupcode,lineofbusiness,statecode,state,high_risk,coexisting_condition,60plus_age_old,70plus_age_old,80plus_age_old,60plus_age,70plus_age,80plus_age,asthma,cancer,liver_disease,chronic_kidney_disease,copd,ischemic_heart_disease,diabetes,heart_failure,hypertension,2plus_high_risk,anxiety,bipolar,depression,sud,oud,pct_adult_smoke,bh_high_needs_old,bh_high_needs,any_bh_conditions,high_risk_high_bh_old,high_risk_high_bh,high_risk_any_bh,nf_beds_rate,pct_nf_poor_rating,pop_density,pct_below_poverty,pct_income_below_50,pct_snap_benefits,pct_severe_housing_problems,pct_food_insecure,pct_uninsured,pct_unemployed,pct_children_from_single_parent_households,pct_children_on_free_or_reduced_lunchs,acute_hosp_all_beds_rate,pcp_rate,pcp_mlp_rate,any_bhprovider_rate,bh_psychiatrist_rate,bh_psychologist_rate,sdoh_percent_rank,sdoh_quintile,AnyCCorAge60+_percent_rank,AnyCCorAge60+_quintile,HighneedsBH_percentile,HighneedsBH_quintile,population,Members in Sample,Weighted Members in Sample,Pop Weight Factor,Sufficient Data?,Pct. Black,pct_white,pct_black_v2,pct_nativeamerican,pct_asian,pct_nativehawaiian,pct_othrace,pct_2races,pct_hispanic,pct_minority,pct_medicare,pct_medicaid,homeless_rate,pct_obese,pct_alcoholuse,violentcrime_rate,pct_rural,pct_jobsatrisk,incarcerated_rate,nursinghome_rate,high_risk_log,coexisting_condition_log,60plus_age_old_log,70plus_age_old_log,80plus_age_old_log,60plus_age_log,70plus_age_log,80plus_age_log,asthma_log,cancer_log,liver_disease_log,chronic_kidney_disease_log,copd_log,ischemic_heart_disease_log,diabetes_log,heart_failure_log,hypertension_log,2plus_high_risk_log,anxiety_log,bipolar_log,depression_log,sud_log,oud_log,pct_adult_smoke_log,bh_high_needs_old_log,bh_high_needs_log,any_bh_conditions_log,high_risk_high_bh_old_log,high_risk_high_bh_log,high_risk_any_bh_log,nf_beds_rate_log,pct_nf_poor_rating_log,pop_density_log,pct_below_poverty_log,pct_income_below_50_log,pct_snap_benefits_log,pct_severe_housing_problems_log,pct_food_insecure_log,pct_uninsured_log,pct_unemployed_log,pct_children_from_single_parent_households_log,pct_children_on_free_or_reduced_lunchs_log,acute_hosp_all_beds_rate_log,pcp_rate_log,pcp_mlp_rate_log,any_bhprovider_rate_log,bh_psychiatrist_rate_log,bh_psychologist_rate_log,sdoh_percent_rank_log,sdoh_quintile_log,AnyCCorAge60+_percent_rank_log,AnyCCorAge60+_quintile_log,HighneedsBH_percentile_log,HighneedsBH_quintile_log,population_log,Members in Sample_log,Weighted Members in Sample_log,Pop Weight Factor_log,Sufficient Data?_log,Pct. Black_log,pct_white_log,pct_black_v2_log,pct_nativeamerican_log,pct_asian_log,pct_nativehawaiian_log,pct_othrace_log,pct_2races_log,pct_hispanic_log,pct_minority_log,pct_medicare_log,pct_medicaid_log,homeless_rate_log,pct_obese_log,pct_alcoholuse_log,violentcrime_rate_log,pct_rural_log,pct_jobsatrisk_log,incarcerated_rate_log,nursinghome_rate_log,neighborhood_stress_score,algorex_sdoh_composite_score,social_isolation_score,transportation_access_score,food_access_score,unstable_housing_score,aces_score,public_transit_access_score,vehicle_access_score,state_govt_assistance,large_households,homeless_indicator
CY2017,All,MO,Missouri,0.333964001,0.201246319,0.258826796,0.114583029,0.04165176,0.224791636,0.108991501,0.040266585,0.04417721,0.020377064,0.008362128,0.043958016,0.032315342,0.048139198,0.062415569,0.024011762,0.136784417,0.109737515,0.080651348,0.012994965,0.072847852,0.009888475,0.005383506,0.208,0.054554569,0.014214908,0.234351475,0.02253584,0.006035962,0.118374242,5672.822667,0.409961686,89,0.146,0.064,0.122,0.138,0.142,0.109,0.032,0.335820007,0.506679993,252.7118002,110.5295212,237.6343555,205.5865554,16.41071223,26.69827004,0.43125,3,0.3,2,0.3,2,6126452,290270,295644,0.945832658,1,0.116,0.796,0.115,0.004,0.019,0.001,0.002,0.023,0.041,0.18,0.201684361,0.136379109,101.7069116,0.322,0.198,481,0.296,0.353,775,749,-0.476300345,-0.696272055,-0.586990764,-0.940879701,-1.380366643,-0.648219852,-0.962607365,-1.3950552,-1.354801715,-1.690858391,-2.077683189,-1.356961917,-1.490591243,-1.317501149,-1.204707066,-1.61957597,-0.863963376,-0.959644879,-1.093388369,-1.886224886,-1.137583249,-2.00487068,-2.268934799,-0.681936665,-1.263168871,-1.84725594,-0.630132309,-1.647126249,-2.219253517,-0.926742789,3.753799208,-0.387256729,1.949390007,-0.835647144,-1.193820026,-0.913640169,-0.860120914,-0.847711656,-0.962573502,-1.494850022,-0.473893434,-0.295266244,2.402625521,2.043478289,2.375909228,2.31299471,1.21512743,1.426483121,-0.365270892,0.477121255,-0.522878745,0.301029996,-0.522878745,0.301029996,6.787209035,5.462802153,5.47076907,-0.024185695,0,-0.935542011,-0.099086932,-0.93930216,-2.397940009,-1.721246399,-3,-2.698970004,-1.638272164,-1.387216143,-0.744727495,-0.695327776,-0.865252152,2.007350467,-0.492144128,-0.70333481,2.682145076,-0.528708289,-0.452225295,2.889301703,2.874481818,-0.07,5.77,3.07,5.35,3.17,3.41,4.69,0.33,0.95,1.24,1.3,1.66
CY2017,All,MT,Montana,0.353232144,0.179293674,0.30009044,0.128093957,0.04494287,0.249816651,0.115255171,0.040460502,0.039469954,0.022554248,0.009277246,0.032711892,0.029242459,0.038174876,0.049997424,0.019135518,0.110161188,0.092001325,0.076922361,0.012041715,0.07990043,0.011667595,0.007461937,0.172,0.067801234,0.012247161,0.241446395,0.026066639,0.005190888,0.120949425,3610.805164,0.267605634,7,0.144,0.063,0.102,0.148,0.111,0.104,0.037,0.284629993,0.45,254.2088163,104.9655197,250.3248008,303.7300143,12.52595008,22.62439045,0.4375,3,0.6,3,0.62,4,1062305,44845,46319,0.911172014,1,0.004,0.863,0.004,0.062,0.007,0.001,0,0.025,0.037,0.112,0.223189126,0.250373351,131.7652268,0.258,0.209,346,0.441,0.399,642,525,-0.451939783,-0.746435033,-0.52274784,-0.892471358,-1.347339197,-0.602378617,-0.93833958,-1.39296873,-1.40373338,-1.646771648,-2.032580927,-1.485294336,-1.53398611,-1.418222365,-1.301052371,-1.718159777,-0.957971389,-1.036205918,-1.113947394,-1.919311656,-1.097450883,-1.933018654,-2.127148422,-0.764471553,-1.168762402,-1.911964584,-0.617179275,-1.583914963,-2.284758341,-0.917396192,3.557604055,-0.572504747,0.84509804,-0.841637508,-1.200659451,-0.991399828,-0.829738285,-0.954677021,-0.982966661,-1.431798276,-0.545719338,-0.346787486,2.405190608,2.02104666,2.398503879,2.482487711,1.097810677,1.354576887,-0.359021943,0.477121255,-0.22184875,0.477121255,-0.207608311,0.602059991,6.026249226,4.651714028,4.665759175,-0.040399628,0,-2.397940009,-0.063989204,-2.397940009,-1.207608311,-2.15490196,-3,,-1.602059991,-1.431798276,-0.950781977,-0.651326968,-0.601411898,2.119800814,-0.588380294,-0.679853714,2.539076099,-0.355561411,-0.399027104,2.807535028,2.720159303,-0.1,5.68,2.95,5.64,3.15,2.91,4.72,0.12,0.4,1.57,0.9,1.8
CY2017,All,NE,Nebraska,0.313170454,0.179922939,0.251546441,0.108368805,0.043989311,0.210529936,0.101712027,0.041059766,0.035260469,0.020541977,0.007316581,0.036113511,0.025557394,0.041702393,0.0571867,0.019318724,0.117571133,0.092855737,0.071654128,0.013318173,0.06772086,0.009234567,0.00344236,0.154,0.055648031,0.012121432,0.209035274,0.018808921,0.005052874,0.098116633,5498.603723,0.330097087,25,0.12,0.051,0.088,0.128,0.116,0.096,0.028,0.287910004,0.437830009,243.6743666,118.5371512,264.9001727,274.3514645,13.14732769,24.71063999,0.14625,1,0.12,1,0.34,2,1929268,89338,90633,0.963917944,1,0.047,0.794,0.046,0.007,0.023,0.001,0.001,0.021,0.107,0.184,0.182363995,0.128240829,124.8732128,0.322,0.217,285,0.269,0.35,534,740,-0.504219218,-0.744913463,-0.599381823,-0.965095716,-1.35665284,-0.676686143,-0.992627692,-1.386583529,-1.452711915,-1.687357761,-2.135691815,-1.442330287,-1.592483432,-1.379839023,-1.242704964,-1.714021562,-0.929699297,-1.032191259,-1.144758785,-1.875555348,-1.169277535,-2.034583463,-2.463143713,-0.812479279,-1.254550198,-1.916446075,-0.679780422,-1.725636118,-2.296461497,-1.008257364,3.740252422,-0.481358308,1.397940009,-0.920818754,-1.292429824,-1.055517328,-0.89279003,-0.935542011,-1.017728767,-1.552841969,-0.540743244,-0.358694475,2.386809846,2.073854486,2.423082241,2.438307283,1.118837488,1.392883994,-0.834904125,0,-0.920818754,0,-0.468521083,0.301029996,6.285392561,4.951036226,4.957286356,-0.015959935,0,-1.327902142,-0.100179498,-1.337242168,-2.15490196,-1.638272164,-3,-3,-1.677780705,-0.970616222,-0.735182177,-0.739060902,-0.891973682,2.096469285,-0.492144128,-0.663540266,2.45484486,-0.57024772,-0.455931956,2.727541257,2.86923172,-0.11,5.62,3.09,5.12,3.07,3.32,4.85,0.09,0.38,0.82,1.2,1.57
CY2017,All,NV,Nevada,0.344827245,0.211819663,0.257518651,0.111598801,0.033611533,0.209431277,0.09707378,0.030015235,0.043955472,0.0187553,0.010913841,0.047977821,0.026492157,0.044419417,0.063908888,0.020454622,0.137958632,0.108809736,0.0692981,0.012808801,0.055840693,0.020475641,0.012300914,0.176,0.055173435,0.018293541,0.211559035,0.021938655,0.006802749,0.109384431,1709.371208,0.343283582,27,0.142,0.066,0.123,0.196,0.122,0.131,0.046,0.368730011,0.588120003,183.11993,79.57821468,167.8137634,209.1265616,8.830480742,22.12814586,0.76,4,0.38,2,0.32,2,3034392,132301,132602,0.993419188,1,0.088,0.499,0.086,0.009,0.079,0.006,0.003,0.034,0.285,0.464,0.183649413,0.216806656,248.2577115,0.257,0.193,657,0.058,0.474,766,185,-0.462398428,-0.674033727,-0.589191311,-0.952340471,-1.473511679,-0.678958458,-1.01289806,-1.52265825,-1.356987052,-1.726875985,-1.962022378,-1.31895948,-1.57688268,-1.352427146,-1.194438739,-1.689208542,-0.860251121,-0.963332243,-1.159278673,-1.892491522,-1.253049201,-1.688762494,-1.910062618,-0.754487332,-1.258269977,-1.737702233,-0.674568423,-1.658790001,-2.167315562,-0.961044488,3.232836385,-0.464346967,1.431363764,-0.847711656,-1.180456064,-0.910094889,-0.707743929,-0.913640169,-0.882728704,-1.337242168,-0.433291514,-0.230534049,2.262735614,1.900794192,2.224827577,2.320409197,0.945984348,1.344945025,-0.119186408,0.602059991,-0.420216403,0.301029996,-0.494850022,0.301029996,6.482071685,5.121563127,5.122550074,-0.002867456,0,-1.055517328,-0.301899454,-1.065501549,-2.045757491,-1.102372909,-2.22184875,-2.522878745,-1.468521083,-0.54515514,-0.333482019,-0.736010456,-0.66392739,2.394902748,-0.590066877,-0.714442691,2.81756537,-1.236572006,-0.324221658,2.88422877,2.267171728,-0.12,6,2.87,3.47,2.9,3.5,4.89,0.79,0.91,3.54,0.9,1.7
CY2017,All,NH,New Hampshire,0.361012863,0.201331235,0.297315368,0.125958583,0.044785619,0.240764143,0.110432101,0.04100558,0.04342066,0.02477611,0.010401104,0.037816204,0.028268901,0.041712549,0.058882521,0.019389189,0.133459263,0.104258315,0.093782752,0.012574624,0.07811812,0.01408048,0.017635466,0.157,0.071815662,0.01406497,0.251090677,0.030551199,0.005992252,0.130913672,3381.776892,0.297297297,151,0.081,0.036,0.076,0.151,0.091,0.07,0.025,0.281580009,0.287639999,172.9927139,121.0348328,295.3039686,301.4608274,20.3476673,37.3916543,0.165,1,0.74,4,0.74,4,1356458,64414,64418,0.999899333,1,0.014,0.904,0.013,0.001,0.027,0,0.001,0.018,0.036,0.077,0.223747004,0.133881644,104.8167659,0.279,0.207,196,0.397,0.368,404,589,-0.442477324,-0.696088842,-0.526782642,-0.899772234,-1.348861419,-0.618408191,-0.956904666,-1.387157036,-1.362303579,-1.605966879,-1.982920561,-1.422322068,-1.548691075,-1.37973327,-1.230013604,-1.712440356,-0.874651278,-0.981889298,-1.027877027,-1.900504992,-1.107248217,-1.85138254,-1.75361306,-0.804100348,-1.143780832,-1.851861184,-0.600169412,-1.514971741,-2.222409964,-0.883014995,3.529144952,-0.526809039,2.178976947,-1.091514981,-1.443697499,-1.119186408,-0.821023053,-1.040958608,-1.15490196,-1.602059991,-0.550398182,-0.541150721,2.238027812,2.082910375,2.470269284,2.479230887,1.308514628,1.57277468,-0.782516056,0,-0.13076828,0.602059991,-0.13076828,0.602059991,6.132406351,4.808980269,4.809007237,-4.37E-05,0,-1.853871964,-0.04383157,-1.886056648,-3,-1.568636236,,-3,-1.744727495,-1.443697499,-1.113509275,-0.650242771,-0.873278963,2.020430755,-0.554395797,-0.684029655,2.292256071,-0.401209493,-0.434152181,2.606381365,2.770115295,-0.07,5.83,2.88,6.23,2.81,3.02,4.83,0.15,0.39,2.64,0.9,0.86
CY2017,All,NJ,New Jersey,0.354273689,0.231674449,0.26274691,0.118716329,0.045500052,0.217094759,0.105365946,0.04148012,0.047352788,0.022950861,0.010393915,0.045040956,0.024978615,0.055530213,0.072688566,0.023687407,0.161319587,0.120968547,0.066443514,0.010879797,0.050647369,0.01125919,0.009375623,0.137,0.048999049,0.015915935,0.186522884,0.023070706,0.006804301,0.09905159,3884.788689,0.258953168,1211,0.107,0.048,0.092,0.217,0.096,0.09,0.041,0.295930004,0.375620003,199.8401591,98.26832353,188.6015218,227.5070727,17.7786984,31.29408054,0.40625,3,0.64,4,0.18,1,8908520,450743,450747,0.999988719,1,0.135,0.558,0.127,0.001,0.093,0,0.004,0.017,0.199,0.421,0.179841969,0.187860464,98.90447281,0.264,0.181,253,0.053,0.353,591,517,-0.4506611,-0.635121861,-0.580462383,-0.925489541,-1.341988107,-0.663350661,-0.97729973,-1.382159992,-1.324654446,-1.639201017,-1.983220839,-1.3463924,-1.602431646,-1.255470661,-1.138533899,-1.625482478,-0.792312899,-0.917327536,-1.177547407,-1.963379208,-1.29544311,-1.948492852,-2.027999864,-0.863279433,-1.309812349,-1.798167851,-0.729267878,-1.636939115,-2.16721649,-1.004138549,3.589367401,-0.586778772,3.083144143,-0.970616222,-1.318758763,-1.036212173,-0.663540266,-1.017728767,-1.045757491,-1.387216143,-0.528811,-0.425251288,2.300682767,1.992413547,2.275545193,2.356994902,1.249899963,1.495462196,-0.391206626,0.477121255,-0.193820026,0.602059991,-0.744727495,0,6.949805559,5.653928991,5.653932845,-4.90E-06,0,-0.869666232,-0.253365801,-0.896196279,-3,-1.031517051,,-2.397940009,-1.769551079,-0.701146924,-0.375717904,-0.74510895,-0.72616461,1.995215932,-0.578396073,-0.742321425,2.403120521,-1.27572413,-0.452225295,2.771587481,2.713490543,-0.14,6.01,2.66,5.95,2.62,2.66,4.87,2.9,1.92,1.39,1.4,1.08
CY2017,All,NM,New Mexico,0.353210018,0.203614575,0.272175807,0.122399151,0.042249523,0.226600696,0.107768274,0.037526154,0.046911951,0.015773418,0.013269373,0.04260533,0.025517566,0.038195942,0.069375025,0.01897531,0.123885206,0.10587844,0.085849156,0.017386638,0.086452505,0.023940036,0.017639144,0.175,0.091102299,0.023294619,0.266109843,0.032214956,0.008355367,0.119740592,2112.680341,0.450704225,17,0.206,0.091,0.17,0.178,0.155,0.11,0.049,0.4,0.717099991,183.4204069,111.4240599,233.4005491,447.4709664,17.55540505,38.94805711,0.93125,5,0.58,3,0.94,5,2095428,96745,97210,0.988845018,1,0.02,0.377,0.018,0.088,0.014,0,0.002,0.015,0.485,0.606,0.201993162,0.35377211,155.4564693,0.266,0.162,649,0.226,0.361,921,270,-0.451966987,-0.691191138,-0.565150481,-0.912221595,-1.37417819,-0.644738761,-0.967509074,-1.425665946,-1.328716505,-1.802074188,-1.877149598,-1.370536067,-1.593160753,-1.417982775,-1.158796847,-1.72181112,-0.906980553,-0.975192466,-1.06626397,-1.759784388,-1.063222418,-1.620875201,-1.753522494,-0.756961951,-1.040470663,-1.632744392,-0.574939061,-1.491942457,-2.078034476,-0.921758599,3.324833791,-0.346108371,1.230448921,-0.68613278,-1.040958608,-0.769551079,-0.749579998,-0.809668302,-0.958607315,-1.30980392,-0.397940009,-0.144420283,2.263447653,2.046978979,2.368101873,2.650764862,1.244410854,1.590485798,-0.030933714,0.698970004,-0.236572006,0.477121255,-0.026872146,0.698970004,6.321272743,4.985628529,4.987710943,-0.00487177,0,-1.698970004,-0.42365865,-1.744727495,-1.055517328,-1.853871964,,-2.698970004,-1.823908741,-0.314258261,-0.217527376,-0.694663332,-0.451276408,2.1916088,-0.575118363,-0.790484985,2.812244697,-0.645891561,-0.442492798,2.96425963,2.431363764,-0.18,6.19,2.92,6.89,2.92,3.1,4.74,0.23,0.5,3.32,0.8,4.13
CY2017,All,NY,New York,0.352582258,0.22911532,0.251338371,0.11649472,0.045376178,0.218234129,0.106110915,0.041830974,0.055179276,0.020102257,0.012151327,0.042411939,0.02594701,0.048727811,0.073252825,0.022091288,0.145809735,0.117606866,0.067759599,0.013615737,0.061428984,0.020083847,0.01330916,0.141,0.072927493,0.022913586,0.218810489,0.031970177,0.010566494,0.108562308,3822.293343,0.340872375,414,0.151,0.067,0.152,0.239,0.114,0.066,0.041,0.347080002,0.503450012,202.5029715,114.0960696,274.8579317,341.5356162,33.33126581,58.51533784,0.62,4,0.56,3,0.78,4,19542209,1007292,1011146,0.989984611,1,0.157,0.559,0.143,0.002,0.082,0,0.005,0.019,0.189,0.417,0.182907127,0.306642797,465.147689,0.255,0.188,379,0.121,0.351,539,601,-0.452739545,-0.63994587,-0.599741204,-0.933693758,-1.343172087,-0.661077331,-0.97423994,-1.378502022,-1.258224002,-1.696755179,-1.915376292,-1.372511872,-1.585912681,-1.312223098,-1.135175622,-1.655778962,-0.836213479,-0.929567323,-1.169029173,-1.865958846,-1.211626668,-1.697153096,-1.875849354,-0.850780887,-1.137108716,-1.63990693,-0.659931863,-1.495254959,-1.976069082,-0.964320932,3.582324014,-0.467408193,2.617000341,-0.821023053,-1.173925197,-0.818156412,-0.621602099,-0.943095149,-1.180456064,-1.387216143,-0.459570409,-0.298043644,2.3064314,2.057270684,2.439108274,2.533436,1.522851807,1.767269717,-0.207608311,0.602059991,-0.251811973,0.477121255,-0.107905397,0.602059991,7.290973654,6.003155385,6.004813868,-0.004371556,0,-0.804100348,-0.252588192,-0.844663963,-2.698970004,-1.086186148,,-2.301029996,-1.721246399,-0.723538196,-0.379863945,-0.737769372,-0.513367233,2.667590868,-0.59345982,-0.725842151,2.57863921,-0.91721463,-0.454692884,2.731588765,2.778874472,-0.12,5.9,2.61,4.04,2.94,2.66,4.65,7.71,7.46,4.19,1.5,3.04
CY2017,All,NC,North Carolina,0.356489823,0.221727883,0.27263712,0.119104099,0.041882691,0.21558823,0.101379492,0.034868857,0.045444511,0.019156056,0.008583802,0.047876824,0.030337062,0.043352829,0.075790856,0.021827739,0.158312782,0.118828018,0.085616125,0.012588457,0.068971706,0.011719305,0.009575407,0.172,0.05664671,0.013176901,0.240816937,0.0238391,0.005637096,0.12214279,2934.709496,0.432242991,213,0.161,0.07,0.137,0.156,0.146,0.126,0.039,0.35743,0.574819984,193.7714597,98.80066419,242.2068638,240.9534523,15.47863809,30.99706702,0.54375,3,0.7,4,0.38,2,10383620,479693,484139,0.965941589,1,0.215,0.633,0.211,0.011,0.028,0.001,0.002,0.022,0.092,0.343,0.197114189,0.171982889,92.65297888,0.314,0.169,351,0.339,0.367,678,489,-0.447952864,-0.65417969,-0.564415015,-0.924073292,-1.377965422,-0.666374954,-0.99404989,-1.45756229,-1.342518565,-1.717693902,-2.066320309,-1.319874667,-1.518026481,-1.362982557,-1.120383188,-1.660991248,-0.800484019,-0.925081147,-1.067444432,-1.900027499,-1.161329032,-1.931098143,-2.018842757,-0.764471553,-1.246825309,-1.880186733,-0.618312972,-1.622710145,-2.248944595,-0.913132164,3.467565117,-0.36427204,2.328379603,-0.793174124,-1.15490196,-0.863279433,-0.806875402,-0.835647144,-0.899629455,-1.408935393,-0.446808999,-0.240468142,2.287289811,1.994759864,2.384186446,2.381933153,1.189732746,1.491320602,-0.26460073,0.477121255,-0.15490196,0.602059991,-0.420216403,0.301029996,7.016348786,5.680963381,5.684970069,-0.015049135,0,-0.66756154,-0.19859629,-0.675717545,-1.958607315,-1.552841969,-3,-2.698970004,-1.657577319,-1.036212173,-0.46470588,-0.705282113,-0.76451476,1.966859387,-0.503070352,-0.772113295,2.545307116,-0.469800302,-0.435333936,2.831229694,2.689308859,-0.07,5.82,3.22,6.02,3.29,3.38,4.7,0.18,0.68,0.63,1.1,1.03
CY2017,All,ND,North Dakota,0.328096964,0.206210172,0.250741977,0.109092312,0.045176795,0.20602339,0.10121098,0.043514965,0.038559223,0.021510756,0.010231196,0.044540847,0.029434342,0.045857177,0.066592591,0.022983025,0.138955263,0.107425038,0.104063196,0.01027715,0.09481698,0.013097482,0.00714559,0.183,0.072454391,0.012075455,0.256352906,0.025478855,0.005388937,0.119353527,5511.399679,0.1875,11,0.11,0.054,0.072,0.112,0.073,0.086,0.026,0.275400009,0.305760002,294.8455683,121.6673933,280.0898756,271.23646,14.3532647,30.58452664,0.15875,1,0.2,1,0.76,4,760077,33053,34805,0.818342152,1,0.023,0.85,0.027,0.051,0.014,0,0.001,0.021,0.035,0.128,0.175412992,0.119883296,74.71746202,0.327,0.241,257,0.401,0.348,427,956,-0.483997788,-0.685689916,-0.600772954,-0.962205854,-1.345084583,-0.686083471,-0.994772372,-1.361361364,-1.413871726,-1.667344326,-1.990073595,-1.351241529,-1.531145668,-1.338592684,-1.176574087,-1.638592811,-0.857124999,-0.968894484,-0.98270284,-1.988127305,-1.023113881,-1.88281219,-2.145961906,-0.73754891,-1.13993529,-1.918096479,-0.591161755,-1.593820093,-2.268496919,-0.923164743,3.741261907,-0.726998728,1.041392685,-0.958607315,-1.26760624,-1.142667504,-0.950781977,-1.13667714,-1.065501549,-1.585026652,-0.56003605,-0.514619327,2.469594604,2.085174203,2.447297411,2.433348068,1.156950694,1.485501763,-0.799286266,0,-0.698970004,0,-0.119186408,0.602059991,5.880857591,4.519210884,4.541641638,-0.087065078,0,-1.638272164,-0.070581074,-1.568636236,-1.292429824,-1.853871964,,-3,-1.677780705,-1.455931956,-0.89279003,-0.755938244,-0.921241326,1.873422111,-0.485452247,-0.617982957,2.409933123,-0.396855627,-0.458420756,2.630427875,2.980457892,-0.15,5.8,2.92,6.95,2.87,3.39,4.69,0.05,0.26,0.87,1.3,0.51
CY2017,All,OH,Ohio,0.384312327,0.264423566,0.26915413,0.120121737,0.046034838,0.228373959,0.108368589,0.041313005,0.062272926,0.023575268,0.012241261,0.055478164,0.041802355,0.057140796,0.082181692,0.028393208,0.180907211,0.14154775,0.106621099,0.015860763,0.091945189,0.017125743,0.011588833,0.211,0.069869345,0.019281768,0.294546962,0.032565685,0.009139975,0.156389832,4766.399117,0.39184953,286,0.149,0.069,0.142,0.141,0.145,0.071,0.046,0.357039986,0.451629982,213.7168085,109.037606,244.7338256,279.1186998,14.91848752,36.96890787,0.6625,4,0.94,5,0.68,4,11689442,599286,600180,0.997113441,1,0.123,0.792,0.122,0.002,0.021,0,0.002,0.024,0.037,0.182,0.201157285,0.224792063,89.10609319,0.323,0.202,292,0.221,0.35,706,719,-0.415315685,-0.577699842,-0.569998952,-0.920378396,-1.336913381,-0.641353419,-0.965096581,-1.383913219,-1.205700728,-1.627543362,-1.912173842,-1.25587792,-1.378799251,-1.243053714,-1.085224921,-1.546785536,-0.742544122,-0.84909703,-0.972156845,-1.799675924,-1.03647099,-1.766350578,-1.935960295,-0.675717545,-1.155713328,-1.714853142,-0.530845452,-1.487239782,-2.039054989,-0.805791487,3.678190405,-0.40688067,2.456366033,-0.826813732,-1.161150909,-0.847711656,-0.850780887,-0.838631998,-1.148741651,-1.337242168,-0.447283143,-0.345217235,2.32983868,2.037576308,2.388693999,2.445788933,1.173724795,1.567836621,-0.178814117,0.602059991,-0.026872146,0.698970004,-0.167491087,0.602059991,7.06779378,5.777634132,5.778281519,-0.001255429,0,-0.910094889,-0.101274818,-0.913640169,-2.698970004,-1.677780705,,-2.698970004,-1.619788758,-1.431798276,-0.739928612,-0.696464234,-0.648219027,1.949907403,-0.490797478,-0.694648631,2.465382851,-0.655607726,-0.455931956,2.848804701,2.85672889,-0.04,5.59,2.88,6.11,3.18,3.36,4.65,0.44,1.38,3.7,1.6,0.63
CY2017,All,OK,Oklahoma,0.363021677,0.242290586,0.272153849,0.119349245,0.041472051,0.209309935,0.100978348,0.036181992,0.051169535,0.020237404,0.009385552,0.053092919,0.037836208,0.063410441,0.079661709,0.029391618,0.179901569,0.136936565,0.088617154,0.01064245,0.077962739,0.012312047,0.010088185,0.201,0.050357077,0.011307549,0.240420302,0.024806036,0.005441027,0.137103246,4960.040395,0.486577181,57,0.162,0.07,0.134,0.142,0.158,0.165,0.034,0.342449989,0.620320015,248.0846332,92.93549107,201.244735,432.0050223,11.08758137,24.7930639,0.6375,4,0.76,4,0.2,1,3943079,169185,170497,0.986908908,1,0.073,0.66,0.072,0.072,0.021,0.001,0.001,0.069,0.104,0.27,0.189275794,0.183059818,101.2255114,0.337,0.141,428,0.338,0.352,1122,577,-0.440067441,-0.61566346,-0.565185519,-0.923180324,-1.382244486,-0.679210158,-0.99577174,-1.441507532,-1.29098853,-1.693845198,-2.02754018,-1.274963397,-1.422092396,-1.197839226,-1.098750381,-1.531776505,-0.744965049,-0.86348057,-1.052482202,-1.972958382,-1.108112912,-1.909669735,-1.996186962,-0.696803943,-1.297939487,-1.946631537,-0.619028862,-1.60544263,-2.26431909,-0.862952263,3.695485213,-0.312848262,1.755874856,-0.790484985,-1.15490196,-0.872895202,-0.847711656,-0.801342913,-0.782516056,-1.468521083,-0.465402843,-0.207384206,2.394599864,1.968181598,2.303724527,2.635488796,1.04483682,1.3943302,-0.195519811,0.602059991,-0.119186408,0.602059991,-0.698970004,0,6.595835478,5.228361856,5.231716742,-0.005722931,0,-1.13667714,-0.180456064,-1.142667504,-1.142667504,-1.677780705,-3,-3,-1.161150909,-0.982966661,-0.568636236,-0.722904924,-0.737406973,2.00528998,-0.472370099,-0.850780887,2.631443769,-0.4710833,-0.453457337,3.049992857,2.761175813,-0.08,5.79,3.33,6.04,3.29,3.57,4.63,0.03,0.54,3.21,1.1,1.62
